bid/I ch/I l/I w/I  xhv yhv xc yc xro yro
22 4 4 82 -482.911955 317.616189 -451.666960 357.131928 -420.421965 396.647667
22 6 4 83 -491.945437 303.436463 -461.862964 343.844237 -431.780491 384.252010
22 8 4 84 -500.562683 289.000000 -471.668186 330.265619 -442.773688 371.531238
22 10 4 85 -508.756404 274.319014 -481.074329 316.407564 -453.392254 358.496114
22 18 4 86 -516.519666 259.405926 -490.073436 302.281796 -463.627205 345.157666
22 20 4 87 -523.845901 244.273355 -498.657891 287.900268 -473.469882 331.527180
22 24 4 88 -530.728910 228.934105 -506.820432 273.275147 -482.911955 317.616189
22 26 4 89 -537.162869 213.401153 -514.554153 258.418808 -491.945437 303.436463
22 28 4 90 -543.142335 197.687643 -521.852509 243.343821 -500.562683 289.000000
22 32 4 91 -548.662248 181.806869 -528.709326 228.062941 -508.756404 274.319014
22 38 4 92 -553.717938 165.772269 -535.118802 212.589097 -516.519666 259.405926
22 40 4 93 -558.305128 149.597408 -541.075514 196.935382 -523.845901 244.273355
22 42 4 94 -562.419935 133.295973 -546.574422 181.115039 -530.728910 228.934105
16 1 5 0 586.817784 -92.091740 590.379154 -41.843069 593.940524 8.405602
16 3 5 1 589.188859 -75.448585 591.326822 -25.119255 593.464786 25.210075
16 2 5 2 591.088001 -58.744996 591.800846 -8.375321 592.513691 41.994354
16 8 5 3 592.513691 -41.994354 591.800846 8.375321 591.088001 58.744996
16 14 5 4 593.464786 -25.210075 591.326822 25.119255 589.188859 75.448585
16 22 5 5 593.940524 -8.405602 590.379154 41.843069 586.817784 92.091740
16 25 5 6 593.940524 8.405602 588.958600 58.533367 583.976676 108.661131
16 24 5 7 593.464786 25.210075 587.066299 75.176781 580.667812 125.143486
16 28 5 8 592.513691 41.994354 584.703766 91.759979 576.893841 141.525603
16 34 5 9 591.088001 58.744996 581.872894 108.269678 572.657786 157.794360
16 40 5 10 589.188859 75.448585 578.575949 124.692656 567.963040 173.936726
16 46 5 11 586.817784 92.091740 574.815574 141.015756 562.813365 189.939771
16 45 5 12 583.976676 108.661131 570.594780 157.225904 557.212883 205.790677
16 47 5 13 580.667812 125.143486 565.916947 173.310117 551.166082 221.476748
17 0 5 14 576.893841 141.525603 560.785823 189.255511 544.677805 236.985419
17 2 5 15 572.657786 157.794360 555.205517 205.049314 537.753249 252.304268
17 3 5 16 567.963040 173.936726 549.180500 220.678875 530.397960 267.421024
17 11 5 17 562.813365 189.939771 542.715597 236.131676 522.617830 282.323581
17 12 5 18 557.212883 205.790677 535.815987 251.395339 514.419090 297.000000
17 19 5 19 551.166082 221.476748 528.487195 266.457637 505.808308 311.438526
17 24 5 20 544.677805 236.985419 520.735093 281.306507 496.792381 325.627595
17 26 5 21 537.753249 252.304268 512.565889 295.930054 487.378530 339.555841
17 27 5 22 530.397960 267.421024 503.986128 310.316566 477.574295 353.212107
17 35 5 23 522.617830 282.323581 495.002680 324.454518 467.387531 366.585455
17 43 5 24 514.419090 297.000000 485.622743 338.332587 456.826396 379.665174
17 42 5 25 505.808308 311.438526 475.853829 351.939656 445.899349 392.440786
17 44 5 26 496.792381 325.627595 465.703762 365.264827 434.615144 404.902058
17 46 5 27 487.378530 339.555841 455.180674 378.297425 422.982818 417.039010
18 0 5 28 477.574295 353.212107 444.292992 391.027013 411.011688 428.841920
18 2 5 29 467.387531 366.585455 433.049438 403.443394 398.711344 440.301333
18 3 5 30 456.826396 379.665174 421.459017 415.536622 386.091638 451.408071
18 9 5 31 445.899349 392.440786 409.531014 427.297012 373.162678 462.153238
18 19 5 32 434.615144 404.902058 397.274982 438.715143 359.934821 472.528227
18 23 5 33 422.982818 417.039010 384.700739 449.781869 346.418660 482.524727
18 22 5 34 411.011688 428.841920 371.818356 460.488326 332.625023 492.134732
18 25 5 35 398.711344 440.301333 358.638151 470.825938 318.564958 501.350544
18 29 5 36 386.091638 451.408071 345.170683 480.786426 304.249727 510.164781
18 39 5 37 373.162678 462.153238 331.426738 490.361811 289.690797 518.570383
18 40 5 38 359.934821 472.528227 317.417324 499.544422 274.899828 526.560618
18 42 5 39 346.418660 482.524727 303.153664 508.326906 259.888668 534.129086
18 46 5 40 332.625023 492.134732 288.647182 516.702227 244.669341 541.269723
18 44 5 41 318.564958 501.350544 273.909498 524.663678 229.254038 547.976812
19 0 5 42 304.249727 510.164781 258.952416 532.204879 213.655105 554.244978
19 1 5 43 289.690797 518.570383 243.787917 539.319793 197.885038 560.069203
19 5 5 44 274.899828 526.560618 228.428148 546.002719 181.956468 565.444819
19 11 5 45 259.888668 534.129086 212.885410 552.248304 165.882153 570.367523
19 21 5 46 244.669341 541.269723 197.172155 558.051547 149.674968 574.833370
19 23 5 47 229.254038 547.976812 181.300967 563.407798 133.347897 578.838784
19 22 5 48 213.655105 554.244978 165.284560 568.312768 116.914015 582.380557
19 25 5 49 197.885038 560.069203 149.135763 572.762527 100.386487 585.455851
19 32 5 50 181.956468 565.444819 132.867509 576.753511 83.778551 588.062203
19 38 5 51 165.882153 570.367523 116.492831 580.282524 67.103510 590.197525
19 45 5 52 149.674968 574.833370 100.024844 583.346739 50.374719 591.860108
19 44 5 53 133.347897 578.838784 83.476738 585.943702 33.605579 593.048619
19 46 5 54 116.914015 582.380557 66.861768 588.071332 16.809522 593.762107
20 0 5 55 100.386487 585.455851 50.193244 589.727925 0.000000 594.000000
20 1 5 56 83.778551 588.062203 33.484515 590.912155 -16.809522 593.762107
20 3 5 57 67.103510 590.197525 16.748965 591.623072 -33.605579 593.048619
20 7 5 58 50.374719 591.860108 -0.000000 591.860108 -50.374719 591.860108
20 13 5 59 33.605579 593.048619 -16.748965 591.623072 -67.103510 590.197525
20 21 5 60 16.809522 593.762107 -33.484515 590.912155 -83.778551 588.062203
20 20 5 61 -0.000000 594.000000 -50.193244 589.727925 -100.386487 585.455851
20 25 5 62 -16.809522 593.762107 -66.861768 588.071332 -116.914015 582.380557
20 27 5 63 -33.605579 593.048619 -83.476738 585.943702 -133.347897 578.838784
20 32 5 64 -50.374719 591.860108 -100.024844 583.346739 -149.674968 574.833370
20 37 5 65 -67.103510 590.197525 -116.492831 580.282524 -165.882153 570.367523
20 45 5 66 -83.778551 588.062203 -132.867509 576.753511 -181.956468 565.444819
20 47 5 67 -100.386487 585.455851 -149.135763 572.762527 -197.885038 560.069203
20 46 5 68 -116.914015 582.380557 -165.284560 568.312768 -213.655105 554.244978
21 0 5 69 -133.347897 578.838784 -181.300967 563.407798 -229.254038 547.976812
21 1 5 70 -149.674968 574.833370 -197.172155 558.051547 -244.669341 541.269723
21 3 5 71 -165.882153 570.367523 -212.885410 552.248304 -259.888668 534.129086
21 7 5 72 -181.956468 565.444819 -228.428148 546.002719 -274.899828 526.560618
21 15 5 73 -197.885038 560.069203 -243.787917 539.319793 -289.690797 518.570383
21 23 5 74 -213.655105 554.244978 -258.952416 532.204879 -304.249727 510.164781
21 22 5 75 -229.254038 547.976812 -273.909498 524.663678 -318.564958 501.350544
21 27 5 76 -244.669341 541.269723 -288.647182 516.702227 -332.625023 492.134732
21 29 5 77 -259.888668 534.129086 -303.153664 508.326906 -346.418660 482.524727
21 33 5 78 -274.899828 526.560618 -317.417324 499.544422 -359.934821 472.528227
21 39 5 79 -289.690797 518.570383 -331.426738 490.361811 -373.162678 462.153238
21 45 5 80 -304.249727 510.164781 -345.170683 480.786426 -386.091638 451.408071
21 44 5 81 -318.564958 501.350544 -358.638151 470.825938 -398.711344 440.301333
21 46 5 82 -332.625023 492.134732 -371.818356 460.488326 -411.011688 428.841920
22 0 5 83 -346.418660 482.524727 -384.700739 449.781869 -422.982818 417.039010
22 1 5 84 -359.934821 472.528227 -397.274982 438.715143 -434.615144 404.902058
22 3 5 85 -373.162678 462.153238 -409.531014 427.297012 -445.899349 392.440786
22 9 5 86 -386.091638 451.408071 -421.459017 415.536622 -456.826396 379.665174
22 17 5 87 -398.711344 440.301333 -433.049438 403.443394 -467.387531 366.585455
22 21 5 88 -411.011688 428.841920 -444.292992 391.027013 -477.574295 353.212107
22 22 5 89 -422.982818 417.039010 -455.180674 378.297425 -487.378530 339.555841
22 25 5 90 -434.615144 404.902058 -465.703762 365.264827 -496.792381 325.627595
22 27 5 91 -445.899349 392.440786 -475.853829 351.939656 -505.808308 311.438526
22 33 5 92 -456.826396 379.665174 -485.622743 338.332587 -514.419090 297.000000
22 39 5 93 -467.387531 366.585455 -495.002680 324.454518 -522.617830 282.323581
22 47 5 94 -477.574295 353.212107 -503.986128 310.316566 -530.397960 267.421024
22 44 5 95 -487.378530 339.555841 -512.565889 295.930054 -537.753249 252.304268
22 46 5 96 -496.792381 325.627595 -520.735093 281.306507 -544.677805 236.985419
16 0 6 0 601.680395 100.402700 605.840198 50.201350 610.000000 -0.000000
16 4 6 1 598.685411 116.943485 604.226899 66.875817 609.768387 16.808149
16 6 6 2 595.235793 133.395466 602.154759 83.499500 609.073725 33.603534
16 10 6 3 591.334162 149.746147 599.625351 100.059774 607.916541 50.373401
16 12 6 4 586.983480 165.983114 596.640597 116.544064 606.297713 67.105015
16 16 6 5 582.187051 182.094035 593.202761 132.939852 604.218472 83.785670
16 20 6 6 576.948517 198.066676 589.314456 149.234688 601.680395 100.402700
16 26 6 7 571.271857 213.888909 584.978634 165.416197 598.685411 116.943485
16 30 6 8 565.161381 229.548717 580.198587 181.472091 595.235793 133.395466
16 32 6 9 558.621729 245.034209 574.977946 197.390178 591.334162 149.746147
16 36 6 10 551.657868 260.333626 569.320674 213.158370 586.983480 165.983114
16 38 6 11 544.275086 275.435349 563.231068 228.764692 582.187051 182.094035
16 42 6 12 536.478988 290.327910 556.713753 244.197293 576.948517 198.066676
16 44 6 13 528.275496 305.000000 549.773677 259.444454 571.271857 213.888909
17 1 6 14 519.670839 319.440478 542.416110 274.494597 565.161381 229.548717
17 5 6 15 510.671552 333.638376 534.646640 289.336293 558.621729 245.034209
17 7 6 16 501.284467 347.582915 526.471168 303.958270 551.657868 260.333626
17 9 6 17 491.516714 361.263504 517.895900 318.349426 544.275086 275.435349
17 10 6 18 481.375711 374.669755 508.927349 332.498832 536.478988 290.327910
17 13 6 19 470.869157 387.791486 499.572327 346.395743 528.275496 305.000000
17 17 6 20 460.005032 400.618735 489.837936 360.029606 519.670839 319.440478
17 25 6 21 448.791586 413.141759 479.731569 373.390068 510.671552 333.638376
17 28 6 22 437.237333 425.351049 469.260900 386.466982 501.284467 347.582915
17 31 6 23 425.351049 437.237333 458.433882 399.250419 491.516714 361.263504
17 37 6 24 413.141759 448.791586 447.258735 411.730670 481.375711 374.669755
17 39 6 25 400.618735 460.005032 435.743946 423.898259 470.869157 387.791486
17 41 6 26 387.791486 470.869157 423.898259 435.743946 460.005032 400.618735
17 45 6 27 374.669755 481.375711 411.730670 447.258735 448.791586 413.141759
17 47 6 28 361.263504 491.516714 399.250419 458.433882 437.237333 425.351049
18 1 6 29 347.582915 501.284467 386.466982 469.260900 425.351049 437.237333
18 5 6 30 333.638376 510.671552 373.390068 479.731569 413.141759 448.791586
18 7 6 31 319.440478 519.670839 360.029606 489.837936 400.618735 460.005032
18 11 6 32 305.000000 528.275496 346.395743 499.572327 387.791486 470.869157
18 15 6 33 290.327910 536.478988 332.498832 508.927349 374.669755 481.375711
18 17 6 34 275.435349 544.275086 318.349426 517.895900 361.263504 491.516714
18 21 6 35 260.333626 551.657868 303.958270 526.471168 347.582915 501.284467
18 27 6 36 245.034209 558.621729 289.336293 534.646640 333.638376 510.671552
18 31 6 37 229.548717 565.161381 274.494597 542.416110 319.440478 519.670839
18 37 6 38 213.888909 571.271857 259.444454 549.773677 305.000000 528.275496
18 41 6 39 198.066676 576.948517 244.197293 556.713753 290.327910 536.478988
18 43 6 40 182.094035 582.187051 228.764692 563.231068 275.435349 544.275086
18 45 6 41 165.983114 586.983480 213.158370 569.320674 260.333626 551.657868
18 47 6 42 149.746147 591.334162 197.390178 574.977946 245.034209 558.621729
19 3 6 43 133.395466 595.235793 181.472091 580.198587 229.548717 565.161381
19 7 6 44 116.943485 598.685411 165.416197 584.978634 213.888909 571.271857
19 8 6 45 100.402700 601.680395 149.234688 589.314456 198.066676 576.948517
19 9 6 46 83.785670 604.218472 132.939852 593.202761 182.094035 582.187051
19 12 6 47 67.105015 606.297713 116.544064 596.640597 165.983114 586.983480
19 19 6 48 50.373401 607.916541 100.059774 599.625351 149.746147 591.334162
19 27 6 49 33.603534 609.073725 83.499500 602.154759 133.395466 595.235793
19 29 6 50 16.808149 609.768387 66.875817 604.226899 116.943485 598.685411
19 33 6 51 0.000000 610.000000 50.201350 605.840198 100.402700 601.680395
19 39 6 52 -16.808149 609.768387 33.488761 606.993429 83.785670 604.218472
19 41 6 53 -33.603534 609.073725 16.750740 607.685719 67.105015 606.297713
19 43 6 54 -50.373401 607.916541 0.000000 607.916541 50.373401 607.916541
19 40 6 55 -67.105015 606.297713 -16.750740 607.685719 33.603534 609.073725
19 47 6 56 -83.785670 604.218472 -33.488761 606.993429 16.808149 609.768387
19 42 6 57 -100.402700 601.680395 -50.201350 605.840198 0.000000 610.000000
0 20 5 6 58 -116.943485 598.685411 -66.875817 604.226899 -16.808149 609.768387
0 20 9 6 59 -133.395466 595.235793 -83.499500 602.154759 -33.603534 609.073725
0 20 11 6 60 -149.746147 591.334162 -100.059774 599.625351 -50.373401 607.916541
0 20 17 6 61 -165.983114 586.983480 -116.544064 596.640597 -67.105015 606.297713
0 20 18 6 62 -182.094035 582.187051 -132.939852 593.202761 -83.785670 604.218472
0 20 23 6 63 -198.066676 576.948517 -149.234688 589.314456 -100.402700 601.680395
0 20 29 6 64 -213.888909 571.271857 -165.416197 584.978634 -116.943485 598.685411
0 20 31 6 65 -229.548717 565.161381 -181.472091 580.198587 -133.395466 595.235793
0 20 35 6 66 -245.034209 558.621729 -197.390178 574.977946 -149.746147 591.334162
0 20 34 6 67 -260.333626 551.657868 -213.158370 569.320674 -165.983114 586.983480
0 20 39 6 68 -275.435349 544.275086 -228.764692 563.231068 -182.094035 582.187051
0 20 41 6 69 -290.327910 536.478988 -244.197293 556.713753 -198.066676 576.948517
0 20 43 6 70 -305.000000 528.275496 -259.444454 549.773677 -213.888909 571.271857
1 21 5 6 72 -333.638376 510.671552 -289.336293 534.646640 -245.034209 558.621729
1 21 9 6 73 -347.582915 501.284467 -303.958270 526.471168 -260.333626 551.657868
1 21 11 6 74 -361.263504 491.516714 -318.349426 517.895900 -275.435349 544.275086
1 21 13 6 75 -374.669755 481.375711 -332.498832 508.927349 -290.327910 536.478988
1 21 19 6 76 -387.791486 470.869157 -346.395743 499.572327 -305.000000 528.275496
1 21 21 6 77 -400.618735 460.005032 -360.029606 489.837936 -319.440478 519.670839
1 21 31 6 78 -413.141759 448.791586 -373.390068 479.731569 -333.638376 510.671552
1 21 32 6 79 -425.351049 437.237333 -386.466982 469.260900 -347.582915 501.284467
1 21 35 6 80 -437.237333 425.351049 -399.250419 458.433882 -361.263504 491.516714
1 21 34 6 81 -448.791586 413.141759 -411.730670 447.258735 -374.669755 481.375711
1 21 37 6 82 -460.005032 400.618735 -423.898259 435.743946 -387.791486 470.869157
1 21 41 6 83 -470.869157 387.791486 -435.743946 423.898259 -400.618735 460.005032
1 21 43 6 84 -481.375711 374.669755 -447.258735 411.730670 -413.141759 448.791586
1 21 47 6 85 -491.516714 361.263504 -458.433882 399.250419 -425.351049 437.237333
2 22 5 6 86 -501.284467 347.582915 -469.260900 386.466982 -437.237333 425.351049
2 22 7 6 87 -510.671552 333.638376 -479.731569 373.390068 -448.791586 413.141759
2 22 12 6 88 -519.670839 319.440478 -489.837936 360.029606 -460.005032 400.618735
2 22 15 6 89 -528.275496 305.000000 -499.572327 346.395743 -470.869157 387.791486
2 22 16 6 90 -536.478988 290.327910 -508.927349 332.498832 -481.375711 374.669755
2 22 19 6 91 -544.275086 275.435349 -517.895900 318.349426 -491.516714 361.263504
2 22 23 6 92 -551.657868 260.333626 -526.471168 303.958270 -501.284467 347.582915
2 22 29 6 93 -558.621729 245.034209 -534.646640 289.336293 -510.671552 333.638376
2 22 31 6 94 -565.161381 229.548717 -542.416110 274.494597 -519.670839 319.440478
2 22 35 6 95 -571.271857 213.888909 -549.773677 259.444454 -528.275496 305.000000
2 22 37 6 96 -576.948517 198.066676 -556.713753 244.197293 -536.478988 290.327910
2 22 41 6 97 -582.187051 182.094035 -563.231068 228.764692 -544.275086 275.435349
2 22 43 6 98 -586.983480 165.983114 -569.320674 213.158370 -551.657868 260.333626
2 22 45 6 99 -591.334162 149.746147 -574.977946 197.390178 -558.621729 245.034209
16 18 7 5 625.943584 -8.404179 622.564744 41.854443 619.185904 92.113065
17 15 7 20 579.149387 237.617312 556.341222 282.529819 533.533057 327.442326
17 29 7 22 565.559972 268.361543 540.373936 311.985037 515.187900 355.608531
17 33 7 23 558.151135 283.448957 531.802974 326.380531 505.454814 369.312105
18 13 7 32 474.098502 408.786755 438.241773 444.165288 402.385044 479.543821
18 33 7 37 415.114784 468.567728 374.845196 498.828361 334.575607 529.088994
18 35 7 38 402.385044 479.543821 361.317534 508.712388 320.250024 537.880955
19 13 7 47 275.930117 561.906194 229.075460 580.399076 182.220803 598.891959
19 15 7 48 260.744599 569.111812 213.410334 586.340075 166.076070 603.568338
19 17 7 49 245.371098 575.907132 197.591352 591.858355 149.811606 607.809578
19 31 7 50 229.820698 582.287255 181.629917 596.949937 133.439136 611.612620
19 35 7 51 214.104610 588.247581 165.537537 601.611152 116.970463 614.974724
19 37 7 52 198.234164 593.783813 149.325813 605.838639 100.417462 617.893464
0 20 19 7 63 16.806843 625.774344 -33.492611 623.070541 -83.792065 620.366738
0 20 33 7 66 -33.601570 625.097540 -83.520353 618.355080 -133.439136 611.612620
1 21 12 7 75 -182.220803 598.891959 -229.075460 580.399076 -275.930117 561.906194
1 21 17 7 76 -198.234164 593.783813 -244.575435 574.039642 -290.916706 554.295472
1 21 16 7 77 -214.104610 588.247581 -259.899084 567.266357 -305.693559 546.285134
1 21 18 7 78 -229.820698 582.287255 -275.035361 560.084105 -320.250024 537.880955
2 22 11 7 88 -376.064657 500.451170 -413.768695 467.048308 -451.472732 433.645445
2 22 13 7 89 -389.365206 490.174190 -426.158852 455.771091 -462.952498 421.367991
2 22 14 7 90 -402.385044 479.543821 -438.241773 444.165288 -474.098502 408.786755
