l s x y 
 3 -1    8.94296110  527.91756590
 3 -1    0.56591440  527.99300440
 3 -1   -7.81127470  527.93552350
 3 -1  -16.18649740  527.74513760
 3 -1  -24.55764530  527.42189470
 3 -1  -32.92261090  526.96587620
 3 -1  -41.27928830  526.37719680
 3 -1  -49.62557400  525.65600480
 3 -1  -57.95936670  524.80248170
 3 -1  -66.27856840  523.81684230
 3 -1  -74.58108480  522.69933490
 3 -1  -82.86482590  521.45024070
 3 -1  -91.12770610  520.06987430
 4  1   88.43092540  528.73550040
 4  1   80.27825370  530.03458370
 4  1   72.10654360  531.20796710
 4  1   63.91773320  532.25537220
 4  1   55.71376450  533.17655080
 4  1   47.49658290  533.97128430
 4  1   39.26813740  534.63938430
 4  1   31.03037930  535.18069230
 4  1   22.78526220  535.59508000
 4  1   14.53474140  535.88244900
 4  1    6.28077370  536.04273130
 4  1   -1.97468350  536.07588880
 4  1  -10.22967240  535.98191360
 4  1  -18.48223530  535.76082800
 4  1  -26.73041510  535.41268460
 4  1  -34.97225570  534.93756570
 4  1  -43.20580240  534.33558420
 4  1  -51.42910270  533.60688270
 4  1  -59.64020630  532.75163410
 4 -1   99.26819810  526.80839280
 4 -1   91.14391760  528.27459170
 4 -1   82.99802190  529.61550800
 4 -1   74.83244280  530.83082370
 4 -1   66.64911690  531.92025070
 4 -1   58.44998500  532.88353060
 4 -1   50.23699130  533.72043490
 4 -1   42.01208380  534.43076510
 4 -1   33.77721290  535.01435290
 4 -1   25.53433150  535.47105970
 4 -1   17.28539470  535.80077740
 4 -1    9.03235850  536.00342760
 4 -1    0.77718020  536.07896240
 4 -1   -7.47818230  536.02736370
 4 -1  -15.73177140  535.84864400
 4 -1  -23.98162960  535.54284550
 4 -1  -32.22580050  535.11004070
 4 -1  -40.46232890  534.55033240
 4 -1  -48.68926150  533.86385320
 5  1   89.70763100  536.60267440
 5  1   81.43365850  537.92048530
 5  1   73.14037370  539.11072610
 5  1   64.82974330  540.17311450
 5  1   56.50373830  541.10739860
 5  1   48.16433320  541.91335680
 5  1   39.81350570  542.59079800
 5  1   31.45323620  543.13956150
 5  1   23.08550750  543.55951710
 5  1   14.71230400  543.85056530
 5  1    6.33561130  544.01263710
 5  1   -2.04258380  544.04569400
 5  1  -10.42029450  543.94972810
 5  1  -18.79553400  543.72476230
 5  1  -27.16631610  543.37084990
 5  1  -35.53065560  542.88807480
 5  1  -43.88656880  542.27655160
 5  1  -52.23207420  541.53642510
 5  1  -60.56519240  540.66787100
 5 -1  100.70616220  534.64769540
 5 -1   92.46099100  536.13510840
 5 -1   84.19389220  537.49537470
 5 -1   75.90682650  538.72817170
 5 -1   67.60175920  539.83320710
 5 -1   59.28065980  540.81021870
 5 -1   50.94550180  541.65897490
 5 -1   42.59826180  542.37927450
 5 -1   34.24091950  542.97094650
 5 -1   25.87545680  543.43385060
 5 -1   17.50385760  543.76787720
 5 -1    9.12810730  543.97294690
 5 -1    0.75019220  544.04901110
 5 -1   -7.62790070  543.99605180
 5 -1  -16.00418470  543.81408160
 5 -1  -24.37667320  543.50314360
 5 -1  -32.74338070  543.06331150
 5 -1  -41.10232300  542.49468970
 5 -1  -49.45151770  541.79741300
 6  1   55.64868490  549.31939640
 6  1   47.42496550  550.09039990
 6  1   39.19063260  550.73829510
 6  1   30.94752890  551.26293710
 6  1   22.69749930  551.66420850
 6  1   14.44239000  551.94201940
 6  1    6.18404860  552.09630770
 6  1   -2.07567670  552.12703880
 6  1  -10.33493760  552.03420590
 6  1  -18.59188550  551.81782970
 6  1  -26.84467260  551.47795870
 6  1  -35.09145200  551.01466900
 6  1  -43.33037800  550.42806410
 6  1  -51.55960680  549.71827540
 6  1  -59.77729680  548.88546180
 6  1  -67.98160890  547.92980960
 6  1  -76.17070690  546.85153270
 6  1  -84.34275820  545.65087240
 6  1  -92.49593390  544.32809740
 6 -1   52.90873810  549.59006620
 6 -1   44.68127620  550.32005140
 6 -1   36.44381480  550.92687700
 6 -1   28.19819740  551.41040710
 6 -1   19.94626940  551.77053360
 6 -1   11.68987740  552.00717580
 6 -1    3.43086940  552.12028090
 6 -1   -4.82890660  552.10982340
 6 -1  -13.08760180  551.97580570
 6 -1  -21.34336800  551.71825780
 6 -1  -29.59435770  551.33723740
 6 -1  -37.83872430  550.83282980
 6 -1  -46.07462270  550.20514770
 6 -1  -54.30020980  549.45433170
 6 -1  -62.51364470  548.58054980
 6 -1  -70.71308930  547.58399760
 6 -1  -78.89670850  546.46489800
 6 -1  -87.06267090  545.22350160
 6 -1  -95.20914900  543.86008620
 7  1   56.49019400  557.24657380
 7  1   48.14779460  558.02927870
 7  1   39.79461980  558.68709870
 7  1   31.43253910  559.21988660
 7  1   23.06342400  559.62752300
 7  1   14.68914740  559.90991690
 7  1    6.31158330  560.06700490
 7  1   -2.06739320  560.09875200
 7  1  -10.44590710  560.00515090
 7  1  -18.82208320  559.78622280
 7  1  -27.19404700  559.44201650
 7  1  -35.55992480  558.97260920
 7  1  -43.91784450  558.37810580
 7  1  -52.26593550  557.65863930
 7  1  -60.60232960  556.81437090
 7  1  -68.92516110  555.84548950
 7  1  -77.23256750  554.75221190
 7  1  -85.52268940  553.53478270
 7  1  -93.79367170  552.19347440
 7 -1   53.71070680  557.52134130
 7 -1   45.36450800  558.26243600
 7 -1   37.00815670  558.87859360
 7 -1   28.64352320  559.36967620
 7 -1   20.27247940  559.73557380
 7 -1   11.89689870  559.97620470
 7 -1    3.51865550  560.09151490
 7 -1   -4.86037520  560.08147870
 7 -1  -13.23831810  559.94609830
 7 -1  -21.61329830  559.68540390
 7 -1  -29.98344160  559.29945400
 7 -1  -38.34687470  558.78833490
 7 -1  -46.70172590  558.15216100
 7 -1  -55.04612540  557.39107470
 7 -1  -63.37820580  556.50524620
 7 -1  -71.69610240  555.49487390
 7 -1  -79.99795360  554.36018390
 7 -1  -88.28190160  553.10143000
 7 -1  -96.54609250  551.71889410
 8  1  101.98650530  558.95149600
 8  1   93.84638500  560.37565810
 8  1   85.68641290  561.68128040
 8  1   77.50831490  562.86808690
 8  1   69.31382120  563.93582640
 8  1   61.10466500  564.88427310
 8  1   52.88258310  565.71322640
 8  1   44.64931450  566.42251090
 8  1   36.40660100  567.01197650
 8  1   28.15618620  567.48149860
 8  1   19.89981530  567.83097790
 8  1   11.63923500  568.06034040
 8  1    3.37619240  568.16953760
 8  1   -4.88756420  568.15854640
 8  1  -13.15028700  568.02736910
 8  1  -21.41022810  567.77603350
 8  1  -29.66564010  567.40459280
 8  1  -37.91477670  566.91312550
 8  1  -46.15589300  566.30173550
 8  1  -54.38724570  565.57055230
 8  1  -62.60709350  564.71973050
 8 -1  101.98650530  558.95149600
 8 -1   93.84638510  560.37565810
 8 -1   85.68641290  561.68128040
 8 -1   77.50831500  562.86808690
 8 -1   69.31382120  563.93582640
 8 -1   61.10466510  564.88427310
 8 -1   52.88258310  565.71322640
 8 -1   44.64931460  566.42251090
 8 -1   36.40660110  567.01197650
 8 -1   28.15618630  567.48149860
 8 -1   19.89981540  567.83097790
 8 -1   11.63923500  568.06034040
 8 -1    3.37619250  568.16953760
 8 -1   -4.88756420  568.15854640
 8 -1  -13.15028700  568.02736910
 8 -1  -21.41022800  567.77603350
 8 -1  -29.66564010  567.40459280
 8 -1  -37.91477670  566.91312550
 8 -1  -46.15589300  566.30173550
 8 -1  -54.38724570  565.57055230
 8 -1  -62.60709350  564.71973050
 9  1  103.38030760  566.80193500
 9  1   95.12586390  568.24553810
 9  1   86.85129770  569.56893660
 9  1   78.55835930  570.77185080
 9  1   70.24880290  571.85402610
 9  1   61.92438640  572.81523360
 9  1   53.58687070  573.65527000
 9  1   45.23801940  574.37395750
 9  1   36.87959860  574.97114420
 9  1   28.51337640  575.44670380
 9  1   20.14112260  575.80053550
 9  1   11.76460830  576.03256460
 9  1    3.38560530  576.14274200
 9  1   -4.99411380  576.13104440
 9  1  -13.37277660  575.99747430
 9  1  -21.74861050  575.74205980
 9  1  -30.11984380  575.36485510
 9  1  -38.48470560  574.86594000
 9  1  -46.84142650  574.24541990
 9  1  -55.18823880  573.50342610
 9  1  -63.52337680  572.64011570
 9 -1  103.38030760  566.80193500
 9 -1   95.12586400  568.24553800
 9 -1   86.85129770  569.56893660
 9 -1   78.55835930  570.77185080
 9 -1   70.24880300  571.85402610
 9 -1   61.92438650  572.81523360
 9 -1   53.58687070  573.65527000
 9 -1   45.23801940  574.37395750
 9 -1   36.87959860  574.97114420
 9 -1   28.51337640  575.44670380
 9 -1   20.14112270  575.80053550
 9 -1   11.76460830  576.03256460
 9 -1    3.38560530  576.14274200
 9 -1   -4.99411380  576.13104440
 9 -1  -13.37277650  575.99747430
 9 -1  -21.74861040  575.74205980
 9 -1  -30.11984370  575.36485510
 9 -1  -38.48470560  574.86594000
 9 -1  -46.84142650  574.24541990
 9 -1  -55.18823880  573.50342610
 9 -1  -63.52337680  572.64011570
10  1   69.56400480  580.06933950
10  1   61.34856760  580.99564770
10  1   53.12084500  581.80560770
10  1   44.88248450  582.49905750
10  1   36.63513610  583.07585800
10  1   28.38045130  583.53589380
10  1   20.12008300  583.87907280
10  1   11.85568570  584.10532620
10  1    3.58891410  584.21460870
10  1   -4.67857620  584.20689850
10  1  -12.94512960  584.08219710
10  1  -21.20909060  583.84052950
10  1  -29.46880430  583.48194400
10  1  -37.72261680  583.00651240
10  1  -45.96887500  582.41433010
10  1  -54.20592770  581.70551550
10  1  -62.43212530  580.88021060
10  1  -70.64582040  579.93858070
10  1  -78.84536830  578.88081440
10  1  -87.02912690  577.70712340
10  1  -95.19545730  576.41774280
10 -1   55.86468250  581.54855910
10 -1   47.62968480  582.28086220
10 -1   39.38514900  582.89655980
10 -1   31.13272600  583.39552850
10 -1   22.87406850  583.77766860
10 -1   14.61083030  584.04290340
10 -1    6.34466620  584.19117980
10 -1   -1.92276850  584.22246820
10 -1  -10.18981810  584.13676220
10 -1  -18.45482710  583.93407910
10 -1  -26.71614050  583.61445940
10 -1  -34.97210370  583.17796710
10 -1  -43.22106360  582.62468970
10 -1  -51.46136820  581.95473790
10 -1  -59.69136730  581.16824590
10 -1  -67.90941280  580.26537120
10 -1  -76.11385900  579.24629460
10 -1  -84.30306300  578.11122020
10 -1  -92.47538470  576.86037530
10 -1 -100.62918760  575.49401040
10 -1 -108.76283880  574.01239900
11  1   70.55094450  587.98261740
11  1   62.22342890  588.92209930
11  1   53.88345270  589.74364570
11  1   45.53268600  590.44709220
11  1   37.17280100  591.03229780
11  1   28.80547200  591.49914530
11  1   20.43237450  591.84754130
11  1   12.05518520  592.07741610
11  1    3.67558190  592.18872350
11  1   -4.70475760  592.18144130
11  1  -13.08415480  592.05557090
11  1  -21.46093190  591.81113760
11  1  -29.83341130  591.44819020
11  1  -38.19991630  590.96680150
11  1  -46.55877160  590.36706790
11  1  -54.90830320  589.64910950
11  1  -63.24683900  588.81307010
11  1  -71.57270930  587.85911700
11  1  -79.88424660  586.78744130
11  1  -88.17978660  585.59825760
11  1  -96.45766810  584.29180410
11 -1   56.66472620  589.48291150
11 -1   48.31737060  590.22574140
11 -1   39.96033910  590.85037480
11 -1   31.59530540  591.35668660
11 -1   23.22394440  591.74457540
11 -1   14.84793270  592.01396350
11 -1    6.46894760  592.16479700
11 -1   -1.91133290  592.19704570
11 -1  -10.29123070  592.11070310
11 -1  -18.66906760  591.90578650
11 -1  -27.04316590  591.58233690
11 -1  -35.41184860  591.14041910
11 -1  -43.77343990  590.58012160
11 -1  -52.12626530  589.90155670
11 -1  -60.46865200  589.10486020
11 -1  -68.79892950  588.19019150
11 -1  -77.11542960  587.15773400
11 -1  -85.41648680  586.00769440
11 -1  -93.70043880  584.74030300
11 -1 -101.96562670  583.35581350
11 -1 -110.21039530  581.85450320
12  1  107.41092180  590.58120790
12  1   99.26341470  592.00510450
12  1   91.09706190  593.31660570
12  1   82.91341380  594.51546250
12  1   74.71402410  595.60144720
12  1   66.50044950  596.57435370
12  1   58.27424950  597.43399730
12  1   50.03698580  598.18021480
12  1   41.79022230  598.81286440
12  1   33.53552460  599.33182620
12  1   25.27446010  599.73700150
12  1   17.00859710  600.02831340
12  1    8.73950490  600.20570670
12  1    0.46875350  600.26914760
12  1   -7.80208690  600.21862410
12  1  -16.07144610  600.05414580
12  1  -24.33775400  599.77574390
12  1  -32.59944130  599.38347130
12  1  -40.85493930  598.87740250
12  1  -49.10268090  598.25763350
12  1  -57.34110000  597.52428200
12  1  -65.56863260  596.67748720
12  1  -73.78371660  595.71740990
12 -1  112.83135940  589.56963420
12 -1  104.69727570  591.06831230
12 -1   96.54331460  592.45477270
12 -1   88.37102420  593.72875240
12 -1   80.18195610  594.89000930
12 -1   71.97766500  595.93832320
12 -1   63.75970860  596.87349480
12 -1   55.52964700  597.69534680
12 -1   47.28904290  598.40372300
12 -1   39.03946060  598.99848900
12 -1   30.78246650  599.47953180
12 -1   22.51962820  599.84676010
12 -1   14.25251430  600.10010430
12 -1    5.98269460  600.23951610
12 -1   -2.28826100  600.26496910
12 -1  -10.55878210  600.17645860
12 -1  -18.82729860  599.97400120
12 -1  -27.09224060  599.65763550
12 -1  -35.35203900  599.22742150
12 -1  -43.60512570  598.68344080
12 -1  -51.84993370  598.02579680
12 -1  -60.08489760  597.25461440
12 -1  -68.30845410  596.37003980
13  1  108.80129280  598.43494320
13  1  100.54544110  599.87725150
13  1   92.27050040  601.20566980
13  1   83.97804160  602.41994580
13  1   75.66963910  603.51984920
13  1   67.34687030  604.50517090
13  1   59.01131530  605.37572400
13  1   50.66455670  606.13134330
13  1   42.30817910  606.77188510
13  1   33.94376920  607.29722800
13  1   25.57291480  607.70727220
13  1   17.19720520  608.00193970
13  1    8.81823070  608.18117480
13  1    0.43758190  608.24494340
13  1   -7.94314990  608.19323320
13  1  -16.32237360  608.02605430
13  1  -24.69849850  607.74343830
13  1  -33.06993420  607.34543880
13  1  -41.43509140  606.83213150
13  1  -49.79238190  606.20361370
13  1  -58.14021910  605.46000490
13  1  -66.47701800  604.60144610
13  1  -74.80119590  603.62810050
13 -1  114.29381470  597.41026650
13 -1  106.05156010  598.92835060
13 -1   97.78917110  600.33272490
13 -1   89.50821620  601.62312270
13 -1   81.21026780  602.79929910
13 -1   72.89690110  603.86103070
13 -1   64.56969450  604.80811600
13 -1   56.23022910  605.64037510
13 -1   47.88008800  606.35765000
13 -1   39.52085660  606.95980470
13 -1   31.15412200  607.44672460
13 -1   22.78147260  607.81831750
13 -1   14.40449790  608.07451270
13 -1    6.02478860  608.21526170
13 -1   -2.35606460  608.24053760
13 -1  -10.73647060  608.15033570
13 -1  -19.11483810  607.94467310
13 -1  -27.48957660  607.62358890
13 -1  -35.85909600  607.18714400
13 -1  -44.22180740  606.63542130
13 -1  -52.57612300  605.96852550
13 -1  -60.92045670  605.18658330
13 -1  -69.25322440  604.28974300
14  1   75.26652920  611.69764140
14  1   67.04757900  612.65298260
14  1   58.81654380  613.49789660
14  1   50.57490730  614.23223110
14  1   42.32415500  614.85585370
14  1   34.06577390  615.36865210
14  1   25.80125270  615.77053380
14  1   17.53208100  616.06142640
14  1    9.25974920  616.24127740
14  1    0.98574840  616.31005450
14  1   -7.28843000  616.26774520
14  1  -15.56129480  616.11435710
14  1  -23.83135480  615.84991800
14  1  -32.09711920  615.47447540
14  1  -40.35709840  614.98809710
14  1  -48.60980340  614.39087070
14  1  -56.85374680  613.68290380
14  1  -65.08744260  612.86432410
14  1  -73.30940680  611.93527910
14  1  -81.51815730  610.89593630
14  1  -89.71221470  609.74648300
14  1  -97.89010200  608.48712630
14  1 -106.05034510  607.11809330
14 -1   67.04757900  612.65298260
14 -1   58.81654380  613.49789660
14 -1   50.57490730  614.23223110
14 -1   42.32415500  614.85585370
14 -1   34.06577390  615.36865210
14 -1   25.80125280  615.77053380
14 -1   17.53208100  616.06142640
14 -1    9.25974930  616.24127740
14 -1    0.98574850  616.31005450
14 -1   -7.28843000  616.26774520
14 -1  -15.56129480  616.11435710
14 -1  -23.83135470  615.84991800
14 -1  -32.09711920  615.47447540
14 -1  -40.35709840  614.98809710
14 -1  -48.60980340  614.39087070
14 -1  -56.85374670  613.68290380
14 -1  -65.08744260  612.86432410
14 -1  -73.30940670  611.93527910
14 -1  -81.51815730  610.89593630
14 -1  -89.71221470  609.74648300
14 -1  -97.89010200  608.48712630
14 -1 -106.05034510  607.11809330
14 -1 -114.19147330  605.63963080
15  1   76.27755220  619.61034590
15  1   67.95228120  620.57854720
15  1   59.61476210  621.43489270
15  1   51.26649790  622.17922810
15  1   42.90899310  622.81141930
15  1   34.54375430  623.33135230
15  1   26.17228910  623.73893340
15  1   17.79610660  624.03408910
15  1    9.41671630  624.21676620
15  1    1.03562880  624.28693180
15  1   -7.34564540  624.24457320
15  1  -15.72559550  624.08969820
15  1  -24.10271130  623.82233450
15  1  -32.47548260  623.44253040
15  1  -40.84240050  622.95035440
15  1  -49.20195670  622.34589510
15  1  -57.55264460  621.62926160
15  1  -65.89295890  620.80058290
15  1  -74.22139640  619.86000840
15  1  -82.53645590  618.80770780
15  1  -90.83663870  617.64387050
15  1  -99.12044870  616.36870650
15  1 -107.38639280  614.98244560
15 -1   67.95228120  620.57854720
15 -1   59.61476220  621.43489270
15 -1   51.26649790  622.17922810
15 -1   42.90899320  622.81141930
15 -1   34.54375430  623.33135230
15 -1   26.17228920  623.73893340
15 -1   17.79610660  624.03408910
15 -1    9.41671640  624.21676620
15 -1    1.03562880  624.28693180
15 -1   -7.34564530  624.24457320
15 -1  -15.72559550  624.08969820
15 -1  -24.10271130  623.82233450
15 -1  -32.47548260  623.44253040
15 -1  -40.84240040  622.95035440
15 -1  -49.20195670  622.34589510
15 -1  -57.55264450  621.62926160
15 -1  -65.89295880  620.80058290
15 -1  -74.22139630  619.86000840
15 -1  -82.53645580  618.80770780
15 -1  -90.83663860  617.64387050
15 -1  -99.12044860  616.36870650
15 -1 -107.38639270  614.98244560
15 -1 -115.63298100  613.48533760
16  1  104.68202300  623.62537960
16  1   96.51005060  624.94219750
16  1   88.32154170  626.15193470
16  1   80.11789940  627.25438400
16  1   71.90052930  628.24935650
16  1   63.67083940  629.13668170
16  1   55.43023990  629.91620760
16  1   47.18014260  630.58780050
16  1   38.92196130  631.15134550
16  1   30.65711090  631.60674600
16  1   22.38700760  631.95392390
16  1   14.11306830  632.19281970
16  1    5.83671090  632.32339260
16  1   -2.44064660  632.34562010
16  1  -10.71758600  632.25949850
16  1  -18.99268890  632.06504240
16  1  -27.26453750  631.76228520
16  1  -35.53171450  631.35127880
16  1  -43.79280330  630.83209370
16  1  -52.04638850  630.20481870
16  1  -60.29105570  629.46956130
16  1  -68.52539240  628.62644760
16 -1  107.40209690  623.16268310
16 -1   99.23594800  624.51514530
16 -1   91.05279550  625.76060000
16 -1   82.85404160  626.89883380
16 -1   74.64109110  627.92965180
16 -1   66.41535120  628.85287720
16 -1   58.17823140  629.66835190
16 -1   49.93114310  630.37593620
16 -1   41.67549930  630.97550890
16 -1   33.41271470  631.46696710
16 -1   25.14420490  631.85022670
16 -1   16.87138680  632.12522200
16 -1    8.59567790  632.29190600
16 -1    0.31849610  632.35024990
16 -1   -7.95874020  632.30024390
16 -1  -16.23461280  632.14189660
16 -1  -24.50770370  631.87523490
16 -1  -32.77659540  631.50030470
16 -1  -41.03987090  631.01717020
16 -1  -49.29611450  630.42591410
16 -1  -57.54391140  629.72663780
16 -1  -65.78184850  628.91946100
17  1  105.96640390  631.49944080
17  1   97.69125330  632.83239610
17  1   89.39936370  634.05691880
17  1   81.09215600  635.17279910
17  1   72.77105360  636.17984580
17  1   64.43748220  637.07788640
17  1   56.09286980  637.86676700
17  1   47.73864620  638.54635240
17  1   39.37624280  639.11652620
17  1   31.00709250  639.57719060
17  1   22.63262930  639.92826680
17  1   14.25428810  640.16969450
17  1    5.87350450  640.30143250
17  1   -2.50828550  640.32345810
17  1  -10.88964570  640.23576760
17  1  -19.26914010  640.03837600
17  1  -27.64533270  639.73131710
17  1  -36.01678850  639.31464350
17  1  -44.38207300  638.78842670
17  1  -52.73975280  638.15275680
17  1  -61.08839600  637.40774260
17  1  -69.42657190  636.55351200
17 -1  108.72082260  631.03106520
17 -1  100.45156680  632.40011480
17 -1   92.16509910  633.66080600
17 -1   83.86283940  634.81292260
17 -1   75.54621030  635.85626730
17 -1   67.21663670  636.79066120
17 -1   58.87554580  637.61594440
17 -1   50.52436700  638.33197540
17 -1   42.16453100  638.93863150
17 -1   33.79747040  639.43580870
17 -1   25.42461880  639.82342190
17 -1   17.04741070  640.10140470
17 -1    8.66728170  640.26970940
17 -1    0.28566760  640.32830710
17 -1   -8.09599540  640.27718790
17 -1  -16.47627120  640.11636050
17 -1  -24.85372400  639.84585250
17 -1  -33.22691810  639.46571010
17 -1  -41.59441900  638.97599860
17 -1  -49.95479290  638.37680190
17 -1  -58.30660730  637.66822250
17 -1  -66.64843120  636.85038200
