l1/I l2/I w1/I w2/I z x
8 9 3 2 243.009163 43.995441
8 9 3 3 116.213812 35.606330
8 9 3 4 -10.544079 27.219697
8 9 3 5 -137.305650 18.832820
8 9 3 6 -264.112026 10.442980
8 9 3 7 -391.004401 2.047449
8 9 3 8 -518.024071 -6.356504
8 9 3 9 -645.212508 -14.771623
8 9 3 10 -772.611405 -23.200667
8 9 3 11 -900.262703 -31.646410
8 9 4 0 624.009598 52.489047
8 9 4 1 496.856213 44.069515
8 9 4 2 369.864311 35.660676
8 9 4 3 242.992441 27.259784
8 9 4 4 116.199347 18.864109
8 9 4 5 -10.556154 10.470923
8 9 4 6 -137.315179 2.077504
8 9 4 7 -264.118864 -6.318872
8 9 4 8 -391.008387 -14.720932
8 9 4 9 -518.025052 -23.131411
8 9 4 10 -645.210324 -31.553055
8 9 4 11 -772.605868 -39.988621
8 9 5 0 751.357187 44.172052
8 9 5 1 624.000217 35.738076
8 9 5 2 496.846524 27.317562
8 9 5 3 369.854445 18.907750
8 9 5 4 242.982568 10.505898
8 9 5 5 116.189607 2.109273
8 9 5 6 -10.565601 -6.284853
8 9 5 7 -137.324190 -14.679202
8 9 5 8 -264.127281 -23.076498
8 9 5 9 -391.016062 -31.479469
8 9 5 10 -518.031831 -39.890850
8 9 5 11 -645.216036 -48.313385
8 9 6 0 878.964316 35.838107
8 9 6 1 751.359397 27.392537
8 9 6 2 623.999831 18.963206
8 9 6 3 496.843685 10.547339
8 9 6 4 369.849333 2.142180
8 9 6 5 242.975328 -6.255014
8 9 6 6 116.180406 -14.646974
8 9 6 7 -10.576624 -23.036426
8 9 6 8 -137.336880 -31.426091
8 9 6 9 -264.141493 -39.818692
8 9 6 10 -391.031651 -48.216955
8 9 6 11 -518.048640 -56.623612
8 9 7 0 1006.875834 27.484282
8 9 7 1 878.978262 19.029982
8 9 7 2 751.368461 10.594704
8 9 7 3 624.004167 2.175654
8 9 7 4 496.843483 -6.229937
8 9 7 5 369.844743 -14.624822
8 9 7 6 242.966524 -23.011741
8 9 7 7 116.167522 -31.393424
8 9 7 8 -10.593432 -39.772591
8 9 7 9 -137.357474 -48.151963
8 9 7 10 -264.165735 -56.534258
8 9 7 11 -391.059398 -64.922197
8 9 8 0 1135.137066 19.107618
8 9 8 1 1006.901728 10.647467
8 9 8 2 878.996979 2.209126
8 9 8 3 751.380165 -6.210219
8 9 8 4 624.009057 -14.613354
8 9 8 5 496.841716 -23.003046
8 9 8 6 369.836500 -31.382041
8 9 8 7 242.951936 -39.753077
8 9 8 8 116.146743 -48.118876
8 9 8 9 -10.620271 -56.482157
8 9 8 10 -137.390240 -64.845632
8 9 8 11 -264.204300 -73.212017
8 9 9 0 1263.793814 10.705123
8 9 9 1 1135.175125 2.242021
8 9 9 2 1006.930303 -6.196479
8 9 9 3 879.016247 -14.613216
8 9 9 4 751.390336 -23.010992
8 9 9 5 624.010294 -31.392590
8 9 9 6 496.834206 -39.760768
8 9 9 7 369.820371 -48.118270
8 9 9 8 242.927339 -56.467823
8 9 9 9 116.113806 -64.812145
8 9 9 10 -10.661422 -73.153947
8 9 9 11 -137.439494 -81.495936
9 10 0 0 74.076067 88.404876
9 10 0 1 201.363334 80.091821
9 10 0 2 328.713636 71.774649
9 10 0 3 456.166442 63.450783
9 10 0 4 583.761375 55.117634
9 10 0 5 711.538209 46.772606
9 10 0 6 839.536937 38.413085
9 10 0 7 967.797876 30.036440
9 10 0 8 1096.361632 21.640018
9 10 0 9 1225.269200 13.221142
9 10 0 10 1354.562004 4.777106
9 10 1 0 -53.123604 80.108361
9 10 1 1 74.129830 71.769752
9 10 1 2 201.406812 63.429599
9 10 1 3 328.746720 55.085323
9 10 1 4 456.189033 46.734337
9 10 1 5 583.773337 38.374046
9 10 1 6 711.539388 30.001846
9 10 1 7 839.527211 21.615114
9 10 1 8 967.777066 13.211211
9 10 1 9 1096.329557 4.787477
9 10 1 10 1225.225658 -3.658772
9 10 2 0 -180.339991 71.810756
9 10 2 1 -53.078776 63.449310
9 10 2 2 74.166529 55.088911
9 10 2 3 201.435263 46.726971
9 10 2 4 328.766816 38.360905
9 10 2 5 456.200636 29.988119
9 10 2 6 583.776297 21.606014
9 10 2 7 711.533579 13.211975
9 10 2 8 839.512458 4.803377
9 10 2 9 967.753197 -3.622425
9 10 2 10 1096.296380 -12.068100
9 10 3 0 -307.614838 63.509337
9 10 3 1 -180.304221 55.127768
9 10 3 2 -53.048992 46.749845
9 10 3 3 74.190200 38.372979
9 10 3 4 201.452707 29.994577
9 10 3 5 328.777891 21.612049
9 10 3 6 456.205194 13.222798
9 10 3 7 583.774209 4.824217
9 10 3 8 711.524676 -3.586310
9 10 3 9 839.496576 -12.011415
9 10 3 10 967.730154 -20.453748
9 10 4 0 -434.989932 55.201380
9 10 4 1 -307.588225 46.802395
9 10 4 2 -180.281458 38.409670
9 10 4 3 -53.030215 30.020604
9 10 4 4 74.204869 21.632604
9 10 4 5 201.463121 13.243077
9 10 4 6 328.783906 4.849427
9 10 4 7 456.206679 -3.550947
9 10 4 8 583.771000 -11.960652
9 10 4 9 711.516616 -20.382309
9 10 4 10 839.483493 -28.818552
9 10 5 0 -562.507218 46.884148
9 10 5 1 -434.972615 38.470457
9 10 5 2 -307.572628 30.065645
9 10 5 3 -180.267726 21.667107
9 10 5 4 -53.018477 13.272241
9 10 5 5 74.214461 4.878450
9 10 5 6 201.470427 -3.516860
9 10 5 7 328.788792 -11.916286
9 10 5 8 456.208984 -20.322430
9 10 5 9 583.770576 -28.737902
9 10 5 10 711.513300 -37.165324
9 10 6 0 -690.208821 38.554895
9 10 6 1 -562.499337 30.129208
9 10 6 2 -434.964324 21.715032
9 10 6 3 -307.564080 13.309747
9 10 6 4 -180.259059 4.910745
9 10 6 5 -53.009847 -3.484576
9 10 6 6 74.222918 -11.878811
9 10 6 7 201.478573 -20.274556
9 10 6 8 328.796470 -28.674408
9 10 6 9 456.216055 -37.080969
9 10 6 10 583.776886 -45.496848
9 10 7 0 -818.137094 30.210857
9 10 7 1 -690.210521 21.775895
9 10 7 2 -562.498500 13.355079
9 10 7 3 -434.961112 4.945777
9 10 7 4 -307.558640 -3.454628
9 10 7 5 -180.251550 -11.848745
9 10 7 6 -53.000403 -20.239173
9 10 7 7 74.234155 -28.628507
9 10 7 8 201.491452 -37.019340
9 10 7 9 328.810860 -45.414268
9 10 7 10 456.231810 -53.815892
9 10 8 0 -946.334693 21.849253
9 10 8 1 -818.148534 13.407744
9 10 8 2 -690.217293 4.983024
9 10 8 3 -562.500777 -3.427557
9 10 8 4 -434.959048 -11.826627
9 10 8 5 -307.552398 -20.216802
9 10 8 6 -180.241262 -28.600687
9 10 8 7 -52.986214 -36.980878
9 10 8 8 74.252099 -45.359967
9 10 8 9 201.513027 -53.740546
9 10 8 10 328.835929 -62.125205
9 10 9 0 -1074.844642 13.467275
9 10 9 1 -946.356056 5.021966
9 10 9 2 -818.163093 -3.403912
9 10 9 3 -690.225230 -11.813023
9 10 9 4 -562.502254 -20.208010
9 10 9 5 -434.954233 -28.591497
9 10 9 6 -307.541420 -36.966098
9 10 9 7 -180.224268 -45.334411
9 10 9 8 -52.963347 -53.699027
9 10 9 9 74.280723 -62.062537
9 10 9 10 201.547279 -70.427524
9 10 10 0 -1203.710384 5.062092
9 10 10 1 -1074.876128 -3.384255
9 10 10 2 -946.378592 -11.808526
9 10 10 3 -818.176869 -20.213404
9 10 10 4 -690.230417 -28.601547
9 10 10 5 -562.499025 -36.975590
9 10 10 6 -434.942714 -45.338155
9 10 10 7 -307.521762 -53.691846
9 10 10 8 -180.196610 -62.039256
9 10 10 9 -52.927797 -70.382972
9 10 10 10 74.324046 -78.725576
9 10 11 0 -1332.975792 -3.369160
9 10 11 1 -1203.752168 -11.813759
9 10 11 2 -1074.906808 -20.233640
9 10 11 3 -946.398366 -28.631503
9 10 11 4 -818.185918 -37.010023
9 10 11 5 -690.228918 -45.371850
9 10 11 6 -562.487103 -53.719615
9 10 11 7 -434.920522 -62.055929
9 10 11 8 -307.489435 -70.383388
9 10 11 9 -180.154249 -78.704581
9 10 11 10 -52.875511 -87.022084
10 11 0 0 53.337917 87.052244
10 11 0 1 -74.398113 78.720745
10 11 0 2 -202.156730 70.387773
10 11 0 3 -329.975659 62.050867
10 11 0 4 -457.892695 53.707562
10 11 0 5 -585.945733 45.355387
10 11 0 6 -714.172847 36.991857
10 11 0 7 -842.612327 28.614476
10 11 0 8 -971.302711 20.220730
10 11 0 9 -1100.282793 11.808089
10 11 0 10 -1229.591788 3.373994
10 11 0 11 -1359.269253 -5.084134
10 11 1 0 181.032108 78.761999
10 11 1 1 53.289276 70.406616
10 11 1 2 -74.438361 62.052226
10 11 1 3 -202.188487 53.696365
10 11 1 4 -329.998818 45.336567
10 11 1 5 -457.907126 36.970359
10 11 1 6 -585.951310 28.595265
10 11 1 7 -714.169441 20.208793
10 11 1 8 -842.599794 11.808440
10 11 1 9 -971.280855 3.391689
10 11 1 10 -1100.251477 -5.044002
10 11 1 11 -1229.550812 -13.501193
10 11 2 0 308.782167 70.468128
10 11 2 1 180.992719 62.091441
10 11 2 2 53.256267 53.718229
10 11 2 3 -74.464881 45.346019
10 11 2 4 -202.208406 36.972343
10 11 2 5 -330.012004 28.594729
10 11 2 6 -457.913447 20.210701
10 11 2 7 -585.950638 11.817775
10 11 2 8 -714.161635 3.413455
10 11 2 9 -842.584667 -5.004763
10 11 2 10 -971.258274 -13.439407
10 11 2 11 -1100.221253 -21.893019
10 11 3 0 436.628063 62.168034
10 11 3 1 308.752127 53.772622
10 11 3 2 180.967053 45.383176
10 11 3 3 53.235098 36.997218
10 11 3 4 -74.481436 28.612272
10 11 3 5 -202.220213 20.225865
10 11 3 6 -330.018928 11.835524
10 11 3 7 -457.915361 3.438767
10 11 3 8 -585.947401 -4.966893
10 11 3 9 -714.153070 -13.383952
10 11 3 10 -842.570643 -21.814924
10 11 3 11 -971.238615 -30.262334
10 11 4 0 564.609910 53.859113
10 11 4 1 436.607503 45.447555
10 11 4 2 308.733939 37.044463
10 11 4 3 180.951374 28.647351
10 11 4 4 53.222050 20.253738
10 11 4 5 -74.491717 11.861147
10 11 4 6 -202.227588 3.467103
10 11 4 7 -330.023270 -4.930870
10 11 4 8 -457.916529 -13.335257
10 11 4 9 -585.945230 -21.748543
10 11 4 10 -714.147431 -30.173231
10 11 4 11 -842.561371 -38.611833
10 11 5 0 692.767968 45.538753
10 11 5 1 564.598949 37.113627
10 11 5 2 436.596915 28.699478
10 11 5 3 308.723875 20.293808
10 11 5 4 180.941961 11.894129
10 11 5 5 53.213426 3.497958
10 11 5 6 -74.499408 -4.897181
10 11 5 7 -202.234219 -13.293765
10 11 5 8 -330.028702 -21.694270
10 11 5 9 -457.920608 -30.101180
10 11 5 10 -585.947826 -38.516985
10 11 5 11 -714.148393 -46.944185
10 11 6 0 821.142705 37.204326
10 11 6 1 692.766730 28.768218
10 11 6 2 564.596090 20.345604
10 11 6 3 436.592601 11.933975
10 11 6 4 308.718238 3.530830
10 11 6 5 180.935140 -4.866317
10 11 6 6 53.205570 -13.259946
10 11 6 7 -74.508172 -21.652535
10 11 6 8 -202.243754 -30.046560
10 11 6 9 -330.038862 -38.444496
10 11 6 10 -457.931266 -46.848826
10 11 6 11 -585.958844 -55.262039
10 11 7 0 949.774912 28.853182
10 11 7 1 821.151370 20.408689
10 11 7 2 692.771774 11.980211
10 11 7 3 564.597695 3.565225
10 11 7 4 436.590902 -4.838777
10 11 7 5 308.713377 -13.234293
10 11 7 6 180.927271 -21.623806
10 11 7 7 53.194819 -30.009798
10 11 7 8 -74.521668 -38.394741
10 11 7 9 -202.259860 -46.781109
10 11 7 10 -330.057452 -55.171376
10 11 7 11 -457.952213 -63.568024
10 11 8 0 1078.705660 20.482657
10 11 8 1 949.793631 12.032384
10 11 8 2 821.164465 3.600654
10 11 8 3 692.779441 -4.815073
10 11 8 4 564.600074 -13.217319
10 11 8 5 436.588138 -21.608590
10 11 8 6 308.705627 -29.991377
10 11 8 7 180.914662 -38.368163
10 11 8 8 53.177488 -46.741422
10 11 8 9 -74.543597 -55.113628
10 11 8 10 -202.286261 -63.487248
10 11 8 11 -330.088212 -71.864754
10 11 9 0 1207.976409 12.090058
10 11 9 1 1078.734610 3.636630
10 11 9 2 949.814949 -4.795728
10 11 9 3 821.178361 -13.209570
10 11 9 4 692.786060 -21.607434
10 11 9 5 564.599563 -29.991837
10 11 9 6 436.580660 -38.365278
10 11 9 7 308.691310 -46.730245
10 11 9 8 180.893640 -55.089215
10 11 9 9 53.149876 -63.444660
10 11 9 10 -74.577675 -71.799044
10 11 9 11 -202.326704 -80.154833
10 11 10 0 1337.629047 3.672665
10 11 10 1 1208.015776 -4.781275
10 11 10 2 1078.764327 -13.211617
10 11 10 3 949.835240 -21.620932
10 11 10 4 821.189378 -30.011774
10 11 10 5 692.787952 -38.386673
10 11 10 6 564.592497 -46.748137
10 11 10 7 436.564764 -55.098663
10 11 10 8 308.666718 -63.440729
10 11 10 9 180.860458 -71.776809
10 11 10 10 53.108225 -80.109364
10 11 10 11 -74.627705 -88.440857
11 12 0 0 -53.552825 93.991874
11 12 0 1 74.665097 85.667627
11 12 0 2 202.904713 77.341972
11 12 0 3 331.202191 69.012560
11 12 0 4 459.593750 60.677041
11 12 0 5 588.115727 52.333054
11 12 0 6 716.804603 43.978231
11 12 0 7 845.697051 35.610192
11 12 0 8 974.829993 27.226540
11 12 0 9 1104.240591 18.824862
11 12 0 10 1233.966338 10.402723
11 12 0 11 1364.045118 1.957664
11 12 1 0 -181.724210 85.709087
11 12 1 1 -53.500364 77.360027
11 12 1 2 74.708957 69.011913
11 12 1 3 202.939887 60.662392
11 12 1 4 331.228571 52.309110
11 12 1 5 459.611228 43.949710
11 12 1 6 588.124182 35.581825
11 12 1 7 716.803906 27.203082
11 12 1 8 845.687078 18.811091
11 12 1 9 974.810577 10.403452
11 12 1 10 1104.211568 1.977745
11 12 1 11 1233.927560 -6.468473
11 12 2 0 -309.949044 77.422845
11 12 2 1 -181.681147 69.051433
11 12 2 2 -53.464013 60.683334
11 12 2 3 74.738503 52.316189
11 12 2 4 202.962513 43.947641
11 12 2 5 331.244166 35.575332
11 12 2 6 459.619667 27.196897
11 12 2 7 588.125337 18.809967
11 12 2 8 716.797652 10.412160
11 12 2 9 845.673253 2.001086
11 12 2 10 974.789024 -6.425662
11 12 2 11 1104.182145 -14.870512
11 12 3 0 -438.265615 69.130675
11 12 3 1 -309.915483 60.739368
11 12 3 2 -181.652413 52.353753
11 12 3 3 -53.440205 43.971463
11 12 3 4 74.757262 35.590136
11 12 3 5 202.976107 27.207412
11 12 3 6 331.252467 18.820928
11 12 3 7 459.622548 10.428317
11 12 3 8 588.122671 2.027204
11 12 3 9 716.789284 -6.384795
11 12 3 10 845.659033 -14.810074
11 12 3 11 974.768814 -23.251045
11 12 4 0 -566.712308 60.830096
11 12 4 1 -438.241662 52.421350
11 12 4 2 -309.894481 44.020684
11 12 4 3 -181.634467 35.625724
11 12 4 4 -53.425446 27.234101
11 12 4 5 74.768715 18.843451
11 12 4 6 202.984123 10.451410
11 12 4 7 331.256918 2.055613
11 12 4 8 459.623306 -6.346309
11 12 4 9 588.119587 -14.756734
11 12 4 10 716.782215 -23.178046
11 12 4 11 845.647845 -31.612646
11 12 5 0 -695.327648 52.518619
11 12 5 1 -566.698067 44.094890
11 12 5 2 -438.228502 35.681640
11 12 5 3 -309.882514 27.276483
11 12 5 4 -181.623831 18.877044
11 12 5 5 -53.416264 10.480952
11 12 5 6 74.776309 2.085842
11 12 5 7 202.990001 -6.310651
11 12 5 8 331.260950 -14.710894
11 12 5 9 459.625350 -23.117257
11 12 5 10 588.119505 -31.532117
11 12 5 11 716.779878 -39.957863
11 12 6 0 -824.150380 44.193740
11 12 6 1 -695.323252 35.757491
11 12 6 2 -566.692881 27.334126
11 12 6 3 -438.222644 18.921248
11 12 6 4 -309.876129 10.516472
11 12 6 5 -181.617048 2.117421
11 12 6 6 -53.409221 -6.278273
11 12 6 7 74.783484 -14.672977
11 12 6 8 202.997178 -23.069055
11 12 6 9 331.267992 -31.468874
11 12 6 10 459.632126 -39.874804
11 12 6 11 588.125891 -48.289223
11 12 7 0 -953.219507 35.852938
11 12 7 1 -824.155981 27.406638
11 12 7 2 -695.326190 18.975635
11 12 7 3 -566.693283 10.557516
11 12 7 4 -438.220662 2.149887
11 12 7 5 -309.871897 -6.249636
11 12 7 6 -181.610706 -14.643428
11 12 7 7 -53.400898 -23.033858
11 12 7 8 74.793658 -31.423290
11 12 7 9 203.009070 -39.814086
11 12 7 10 331.281478 -48.208612
11 12 7 11 459.647086 -56.609238
11 12 8 0 -1082.574323 27.493674
11 12 8 1 -953.235265 19.039804
11 12 8 2 -824.167200 10.603648
11 12 8 3 -695.333004 2.182777
11 12 8 4 -566.695851 -6.225214
11 12 8 5 -438.219123 -14.622720
11 12 8 6 -309.866395 -23.012121
11 12 8 7 -181.601370 -31.395789
11 12 8 8 -53.387859 -39.776090
11 12 8 9 74.810272 -48.155386
11 12 8 10 203.029142 -56.536038
11 12 8 11 331.304892 -64.920407
11 12 9 0 -1212.254415 19.113389
11 12 9 1 -1082.600362 10.654444
11 12 9 2 -953.254889 2.215631
11 12 9 3 -824.180551 -6.205492
11 12 9 4 -695.340249 -14.611346
11 12 9 5 -566.697132 -23.004336
11 12 9 6 -438.214588 -31.386849
11 12 9 7 -309.856173 -39.761264
11 12 9 8 -181.585594 -48.129948
11 12 9 9 -53.366651 -56.495263
11 12 9 10 74.836799 -64.859568
11 12 9 11 203.060878 -73.225218
11 12 10 0 -1342.299851 10.709495
11 12 10 1 -1212.290956 2.247985
11 12 10 2 -1082.628600 -6.190971
11 12 10 3 -953.274971 -14.609834
11 12 10 4 -824.192653 -23.011038
11 12 10 5 -695.344518 -31.397001
11 12 10 6 -566.693720 -39.770121
11 12 10 7 -438.203625 -48.132781
11 12 10 8 -309.837792 -56.487354
11 12 10 9 -181.559913 -64.836203
11 12 10 10 -53.333775 -73.181684
11 12 10 11 74.876764 -81.526150
11 12 11 0 -1472.751078 2.279378
11 12 11 1 -1342.347066 -6.182166
11 12 11 2 -1212.327972 -14.618734
11 12 11 3 -1082.655572 -23.032806
11 12 11 4 -953.292083 -31.426833
11 12 11 5 -824.200057 -39.803246
11 12 11 6 -695.342368 -48.164454
11 12 11 7 -566.682149 -56.512848
11 12 11 8 -438.182766 -64.850807
11 12 11 9 -309.807758 -73.180694
11 12 11 10 -181.520803 -81.504869
11 12 11 11 -53.285691 -89.825679
12 13 0 0 -74.930841 92.610368
12 13 0 1 -203.650856 84.292126
12 13 0 2 -332.426430 75.970294
12 13 0 3 -461.292324 67.642626
12 13 0 4 -590.283404 59.306867
12 13 0 5 -719.434672 50.960757
12 13 0 6 -848.781293 42.602022
12 13 0 7 -978.358655 34.228377
12 13 0 8 -1108.202395 25.837517
12 13 0 9 -1238.348449 17.427121
12 13 0 10 -1368.833066 8.994846
12 13 0 11 -1499.692856 0.538326
12 13 1 0 53.712059 84.309465
12 13 1 1 -74.978337 75.967839
12 13 1 2 -203.689506 67.624866
12 13 1 3 -332.456138 59.278298
12 13 1 4 -461.312994 50.925881
12 13 1 5 -590.294928 42.565357
12 13 1 6 -719.436923 34.194458
12 13 1 7 -848.774145 25.810905
12 13 1 8 -978.341967 17.412404
12 13 1 9 -1108.176025 8.996646
12 13 1 10 -1238.312224 0.561304
12 13 1 11 -1368.786795 -7.895972
12 13 2 0 182.369609 76.007617
12 13 2 1 53.672294 67.644967
12 13 2 2 -75.011031 59.283226
12 13 2 3 -203.715025 50.920142
12 13 2 4 -332.474383 42.553460
12 13 2 5 -461.323851 34.180923
12 13 2 6 -590.298273 25.800266
12 13 2 7 -719.432628 17.409218
12 13 2 8 -848.762072 9.005492
12 13 2 9 -978.321979 0.586791
12 13 2 10 -1108.147957 -7.849199
12 13 2 11 -1238.275895 -16.304810
12 13 3 0 311.078455 67.702459
12 13 3 1 182.337677 59.321141
12 13 3 2 53.645669 50.942997
12 13 3 3 -75.032237 42.565772
12 13 3 4 -203.730711 34.187208
12 13 3 5 -332.484428 25.805047
12 13 3 6 -461.328135 17.417028
12 13 3 7 -590.296665 9.020882
12 13 3 8 -719.424995 0.614333
12 13 3 9 -848.748280 -7.804907
12 13 3 10 -978.301870 -16.239142
12 13 3 11 -1108.121359 -24.690687
12 13 4 0 439.875285 59.391624
12 13 4 1 311.054451 50.993990
12 13 4 2 182.317222 42.601806
12 13 4 3 53.628883 34.212810
12 13 4 4 -75.045252 25.824739
12 13 4 5 -203.739826 17.435336
12 13 4 6 -332.489527 9.042339
12 13 4 7 -461.329084 0.643485
12 13 4 8 -590.293335 -7.763498
12 13 4 9 -719.417254 -16.180890
12 13 4 10 -848.735979 -24.610980
12 13 4 11 -978.284847 -33.056073
12 13 5 0 568.796898 51.072737
12 13 5 1 439.859323 42.661140
12 13 5 2 311.040285 34.257276
12 13 5 3 182.304979 25.858875
12 13 5 4 53.618669 17.463670
12 13 5 5 -75.053302 9.069400
12 13 5 6 -203.745600 0.673805
12 13 5 7 -332.492888 -7.725378
12 13 5 8 -461.329906 -16.130415
12 13 5 9 -590.291490 -24.543578
12 13 5 10 -719.412601 -32.967149
12 13 5 11 -848.728364 -41.403418
12 13 6 0 697.880228 42.743415
12 13 6 1 568.789095 34.320209
12 13 6 2 439.851566 25.907027
12 13 6 3 311.032707 17.501588
12 13 6 4 182.297690 9.101619
12 13 6 5 53.611808 0.704857
12 13 6 6 -75.059623 -7.690963
12 13 6 7 -203.751243 -16.088100
12 13 6 8 -332.497730 -24.488817
12 13 6 9 -461.333823 -32.895381
12 13 6 10 -590.294347 -41.310064
12 13 6 11 -719.414255 -49.735146
12 13 7 0 827.162399 34.401262
12 13 7 1 697.880716 25.968808
12 13 7 2 568.787879 17.548673
12 13 7 3 439.848786 9.138565
12 13 7 4 311.028475 0.736205
12 13 7 5 182.292153 -7.660677
12 13 7 6 53.605074 -16.054347
12 13 7 7 -75.067412 -24.447066
12 13 7 8 -203.759968 -32.841093
12 13 7 9 -332.507270 -41.238691
12 13 7 10 -461.344051 -49.642126
12 13 7 11 -590.305129 -58.053668
12 13 8 0 956.680776 26.043867
12 13 8 1 827.171332 17.604534
12 13 8 2 697.886190 9.179817
12 13 8 3 568.790042 0.767415
12 13 8 4 439.847753 -7.634960
12 13 8 5 311.024401 -16.029586
12 13 8 6 182.285142 -24.418731
12 13 8 7 53.595271 -32.804658
12 13 8 8 -75.079893 -41.189627
12 13 8 9 -203.775007 -49.575895
12 13 8 10 -332.524749 -57.965724
12 13 8 11 -461.363844 -66.361375
12 13 9 0 1086.472966 17.668805
12 13 9 1 956.698287 9.224969
12 13 9 2 827.183627 0.798052
12 13 9 3 697.893427 -7.614260
12 13 9 4 568.792338 -16.014268
12 13 9 5 439.845268 -24.404255
12 13 9 6 311.017238 -32.786496
12 13 9 7 182.273448 -41.163257
12 13 9 8 53.579158 -49.536796
12 13 9 9 -75.100309 -57.909371
12 13 9 10 -203.799616 -66.283237
12 13 9 11 -332.553433 -74.660650
12 13 10 0 1216.576899 9.273626
12 13 10 1 1086.499211 0.827681
12 13 10 2 956.717557 -7.599043
12 13 10 3 827.196085 -16.008873
12 13 10 4 697.899193 -24.404121
12 13 10 5 568.791580 -32.787080
12 13 10 6 439.838087 -41.160031
12 13 10 7 311.003783 -49.525243
12 13 10 8 182.253828 -57.884979
12 13 10 9 53.553485 -66.241493
12 13 10 10 -75.131932 -74.597038
12 13 10 11 -203.837078 -82.953865
12 13 11 0 1347.030899 0.855859
12 13 11 1 1216.612074 -7.589788
12 13 11 2 1086.525639 -16.013910
12 13 11 3 956.735408 -24.418850
12 13 11 4 827.205484 -32.806934
12 13 11 5 697.900315 -41.180463
12 13 11 6 568.784523 -49.541729
12 13 11 7 439.823003 -57.893004
12 13 11 8 310.980776 -66.236554
12 13 11 9 182.223009 -74.574634
12 13 11 10 53.514950 -82.909496
12 13 11 11 -75.178081 -91.243384
13 14 0 0 -53.924371 91.254890
13 14 0 1 75.246534 82.919916
13 14 0 2 204.437429 74.583653
13 14 0 3 333.681639 66.243950
13 14 0 4 463.012548 57.898652
13 14 0 5 592.463632 49.545600
13 14 0 6 722.068505 41.182625
13 14 0 7 851.860884 32.807550
13 14 0 8 981.874768 24.418182
13 14 0 9 1112.144312 16.012317
13 14 0 10 1242.703966 7.587733
13 14 0 11 1373.588508 -0.857816
13 14 1 0 -183.058163 82.959911
13 14 1 1 -53.881156 74.602986
13 14 1 2 75.282454 66.246928
13 14 1 3 204.465959 57.889583
13 14 1 4 333.702685 49.528794
13 14 1 5 463.026006 41.162404
13 14 1 6 592.469404 32.788245
13 14 1 7 722.066433 24.404148
13 14 1 8 851.850882 16.007925
13 14 1 9 981.856671 7.597383
13 14 1 10 1112.117975 -0.829689
13 14 1 11 1242.669255 -9.275520
13 14 2 0 -312.241133 74.661773
13 14 2 1 -183.022954 66.285147
13 14 2 2 -53.851575 57.911554
13 14 2 3 75.306301 49.538837
13 14 2 4 204.483978 41.164836
13 14 2 5 333.714765 32.787393
13 14 2 6 463.032045 24.404342
13 14 2 7 592.469250 16.013517
13 14 2 8 722.059995 7.612739
13 14 2 9 851.838004 -0.800179
13 14 2 10 981.837214 -9.227436
13 14 2 11 1112.091807 -17.671248
13 14 3 0 -441.508486 66.358216
13 14 3 1 -312.214021 57.964135
13 14 3 2 -182.999808 49.575264
13 14 3 3 -53.832513 41.189440
13 14 3 4 75.321185 32.804498
13 14 3 5 204.494565 24.418278
13 14 3 6 333.720949 16.028617
13 14 3 7 463.033683 7.633350
13 14 3 8 592.466245 -0.769696
13 14 3 9 722.052198 -9.182701
13 14 3 10 851.825279 -17.607854
13 14 3 11 981.819435 -26.047361
13 14 4 0 -570.895526 58.046970
13 14 4 1 -441.489579 49.637680
13 14 4 2 -312.197425 41.235786
13 14 4 3 -182.985654 32.839115
13 14 4 4 -53.820894 24.445500
13 14 4 5 75.330142 16.052776
13 14 4 6 204.500751 7.658780
13 14 4 7 333.724227 -0.738651
13 14 4 8 463.033951 -9.141687
13 14 4 9 592.463360 -17.552501
13 14 4 10 722.046032 -25.973274
13 14 4 11 851.815709 -34.406200
13 14 5 0 -700.437686 49.725759
13 14 5 1 -570.884937 41.303510
13 14 5 2 -441.479646 32.890847
13 14 5 3 -312.188290 24.485591
13 14 5 4 -182.977411 16.085567
13 14 5 5 -53.813678 7.688608
13 14 5 6 75.336220 -0.707452
13 14 5 7 204.505559 -9.104775
13 14 5 8 333.727659 -17.505529
13 14 5 9 463.035870 -25.911881
13 14 5 10 592.463643 -34.326005
13 14 5 11 722.044559 -42.750085
13 14 6 0 -830.170556 41.392299
13 14 6 1 -700.435528 32.959341
13 14 6 2 -570.881786 24.538168
13 14 6 3 -441.475655 16.126589
13 14 6 4 -312.183554 7.722423
13 14 6 5 -182.972071 -0.676504
13 14 6 6 -53.807849 -9.072358
13 14 6 7 75.342411 -17.467305
13 14 6 8 204.512002 -25.863508
13 14 6 9 333.734223 -34.263132
13 14 6 10 463.042438 -42.668346
13 14 6 11 592.470098 -51.081324
13 14 7 0 -960.129946 33.044287
13 14 7 1 -830.176962 24.602881
13 14 7 2 -700.439289 16.175460
13 14 7 3 -570.883065 7.759825
13 14 7 4 -441.474547 -0.646214
13 14 7 5 -312.180209 -9.044837
13 14 7 6 -182.966607 -17.438216
13 14 7 7 -53.800387 -25.828516
13 14 7 8 75.351756 -34.217903
13 14 7 9 204.523106 -42.608536
13 14 7 10 333.746974 -51.002582
13 14 7 11 463.056723 -59.402206
13 14 8 0 -1090.351910 24.679409
13 14 8 1 -960.145055 16.231821
13 14 8 2 -830.187770 7.800425
